"where","category","typeID","valueID","syntax","format","valueCurrent","dateAdded","dateStopped","valueName","valueDescription","valueConditional","caseSensitive","type","typeDescription","typeCurrent","associatedType","associatedType_leftright","typeExample","typeExample_explained","dateIntroduced","categoryDescription","sorting.from.left","shorthand.unit","connectorDescription"
"c07 count suffix","count",18,62,"f_c","shorthand","current","","","flying circling","flying circling","all","no","flying","The observed individuals were flying for all the time that they were seen/heard. Flying can optionally have a direction of flight. When used this means that the animal was flying in an (approximately) straight line. Otherwise, ""f_c"" for flying circling is used.","current","","","blkb 1f_sw","One blackbird seen flying southwest","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",18,67,"f_e","shorthand","current","","","flying east","flying east","all","no","flying","The observed individuals were flying for all the time that they were seen/heard. Flying can optionally have a direction of flight. When used this means that the animal was flying in an (approximately) straight line. Otherwise, ""f_c"" for flying circling is used.","current","","","blkb 1f_sw","One blackbird seen flying southwest","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",18,66,"f_ene","shorthand","current","","","flying east-northeast","flying east-northeast","all","no","flying","The observed individuals were flying for all the time that they were seen/heard. Flying can optionally have a direction of flight. When used this means that the animal was flying in an (approximately) straight line. Otherwise, ""f_c"" for flying circling is used.","current","","","blkb 1f_sw","One blackbird seen flying southwest","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",18,68,"f_ese","shorthand","current","","","flying east-southeast","flying east-southeast","all","no","flying","The observed individuals were flying for all the time that they were seen/heard. Flying can optionally have a direction of flight. When used this means that the animal was flying in an (approximately) straight line. Otherwise, ""f_c"" for flying circling is used.","current","","","blkb 1f_sw","One blackbird seen flying southwest","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",18,63,"f_n","shorthand","current","","","flying north","flying north","all","no","flying","The observed individuals were flying for all the time that they were seen/heard. Flying can optionally have a direction of flight. When used this means that the animal was flying in an (approximately) straight line. Otherwise, ""f_c"" for flying circling is used.","current","","","blkb 1f_sw","One blackbird seen flying southwest","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",18,65,"f_ne","shorthand","current","","","flying northeast","flying northeast","all","no","flying","The observed individuals were flying for all the time that they were seen/heard. Flying can optionally have a direction of flight. When used this means that the animal was flying in an (approximately) straight line. Otherwise, ""f_c"" for flying circling is used.","current","","","blkb 1f_sw","One blackbird seen flying southwest","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",18,64,"f_nne","shorthand","current","","","flying north-northeast","flying north-northeast","all","no","flying","The observed individuals were flying for all the time that they were seen/heard. Flying can optionally have a direction of flight. When used this means that the animal was flying in an (approximately) straight line. Otherwise, ""f_c"" for flying circling is used.","current","","","blkb 1f_sw","One blackbird seen flying southwest","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",18,78,"f_nnw","shorthand","current","","","flying north-northwest","flying north-northwest","all","no","flying","The observed individuals were flying for all the time that they were seen/heard. Flying can optionally have a direction of flight. When used this means that the animal was flying in an (approximately) straight line. Otherwise, ""f_c"" for flying circling is used.","current","","","blkb 1f_sw","One blackbird seen flying southwest","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",18,77,"f_nw","shorthand","current","","","flying northwest","flying northwest","all","no","flying","The observed individuals were flying for all the time that they were seen/heard. Flying can optionally have a direction of flight. When used this means that the animal was flying in an (approximately) straight line. Otherwise, ""f_c"" for flying circling is used.","current","","","blkb 1f_sw","One blackbird seen flying southwest","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",18,71,"f_s","shorthand","current","","","flying south","flying south","all","no","flying","The observed individuals were flying for all the time that they were seen/heard. Flying can optionally have a direction of flight. When used this means that the animal was flying in an (approximately) straight line. Otherwise, ""f_c"" for flying circling is used.","current","","","blkb 1f_sw","One blackbird seen flying southwest","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",18,69,"f_se","shorthand","current","","","flying southeast","flying southeast","all","no","flying","The observed individuals were flying for all the time that they were seen/heard. Flying can optionally have a direction of flight. When used this means that the animal was flying in an (approximately) straight line. Otherwise, ""f_c"" for flying circling is used.","current","","","blkb 1f_sw","One blackbird seen flying southwest","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",18,70,"f_sse","shorthand","current","","","flying south-southeast","flying south-southeast","all","no","flying","The observed individuals were flying for all the time that they were seen/heard. Flying can optionally have a direction of flight. When used this means that the animal was flying in an (approximately) straight line. Otherwise, ""f_c"" for flying circling is used.","current","","","blkb 1f_sw","One blackbird seen flying southwest","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",18,72,"f_ssw","shorthand","current","","","flying south-southwest","flying south-southwest","all","no","flying","The observed individuals were flying for all the time that they were seen/heard. Flying can optionally have a direction of flight. When used this means that the animal was flying in an (approximately) straight line. Otherwise, ""f_c"" for flying circling is used.","current","","","blkb 1f_sw","One blackbird seen flying southwest","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",18,73,"f_sw","shorthand","current","","","flying southwest","flying southwest","all","no","flying","The observed individuals were flying for all the time that they were seen/heard. Flying can optionally have a direction of flight. When used this means that the animal was flying in an (approximately) straight line. Otherwise, ""f_c"" for flying circling is used.","current","","","blkb 1f_sw","One blackbird seen flying southwest","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",18,75,"f_w","shorthand","current","","","flying west","flying west","all","no","flying","The observed individuals were flying for all the time that they were seen/heard. Flying can optionally have a direction of flight. When used this means that the animal was flying in an (approximately) straight line. Otherwise, ""f_c"" for flying circling is used.","current","","","blkb 1f_sw","One blackbird seen flying southwest","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",18,76,"f_wnw","shorthand","current","","","flying west-northwest","flying west-northwest","all","no","flying","The observed individuals were flying for all the time that they were seen/heard. Flying can optionally have a direction of flight. When used this means that the animal was flying in an (approximately) straight line. Otherwise, ""f_c"" for flying circling is used.","current","","","blkb 1f_sw","One blackbird seen flying southwest","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",18,74,"f_wsw","shorthand","current","","","flying west-southwest","flying west-southwest","all","no","flying","The observed individuals were flying for all the time that they were seen/heard. Flying can optionally have a direction of flight. When used this means that the animal was flying in an (approximately) straight line. Otherwise, ""f_c"" for flying circling is used.","current","","","blkb 1f_sw","One blackbird seen flying southwest","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",20,88,"m","shorthand","current","","","confirmed with monocular","ID confirmed by viewing through monocular/binoculars/telephoto lens.","all","no","ID confirmed with technology","Equipment was used to see/hear the individual(s) clearer and confirm the ID.","current","","","blkb 1m","One blackbird seen, with ID confirmed with monocular.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",23,95,"p","shorthand","current","","","10-m long patch","a 10-pace (approximately 10 m) section of the route. This is one standard ""patch"" in WildCounts.","all","no","10-pace section counts","When individuals are too numerous to count, or not of enough interest to count, I instead record their presence in 10 pace (approximately 10 metre) sections. One 10-pace section of a transect is denoted with “p”, so “1p” is one 10 pace section. A count with a “p” always means that more than one individual was present.","current","","","SENvulg 1p","Senecio vulgaris was present in this 10-pace section.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",37,170,"i","shorthand","current","14/1/2019","","photographed","Photographed (image(s) were made). [This initially was a keyword restricted to this use only within comments. That is replaced with ""i"".]","all","no","recorded","The individual(s) in this shorthand observation were photographed or recorded.","current","","","blkb 1vsir","One blackbird head singing then seen, photographed and recorded.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",37,276,"ii","shorthand","current","1/10/2019","","on previous photo","Photo included on the photo of the immediately previously photographed taxon obseravtion.","all","no","recorded","The individual(s) in this shorthand observation were photographed or recorded.","current","","","blkb 1vsir","One blackbird head singing then seen, photographed and recorded.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",37,171,"r","shorthand","current","13/1/2019","","recorded","A separate audio recording(s) was made (separate from the spoken audio note). [This initially was a keyword restricted to this use only within comments. That is replaced with ""r"".]","all","no","recorded","The individual(s) in this shorthand observation were photographed or recorded.","current","","","blkb 1vsir","One blackbird head singing then seen, photographed and recorded.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",37,199,"rr","shorthand","current","1/10/2019","","on previous recording","Recorded on the previous recording. (""r"" is used for the first vocalisation on the recording, and ""rr"" is used to denote any subsequent vocalisations, by the same or other animals, that are present on the same recording. Each ""r"" will correspond to a separate sound file, but each ""rr"" won't.)","all","no","recorded","The individual(s) in this shorthand observation were photographed or recorded.","current","","","blkb 1vsir","One blackbird head singing then seen, photographed and recorded.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",37,274,"rrr","shorthand","current","23/8/2020","","second recording in interval","The second audio recording used in a time period. This is used only in shorthand streams with multiple counts added to one line, e.g., ""bellb m1vr,m1vrr,m1v,m1v,m1vrrr,m1vrrrr"" means bellbird song was heard at mid-distance six times, and the first and second times are recorded on the first recording, and the fifth and sixth recordings are recorded on the second recording.","all","no","recorded","The individual(s) in this shorthand observation were photographed or recorded.","current","","","blkb 1vsir","One blackbird head singing then seen, photographed and recorded.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",37,275,"rrrr","shorthand","current","23/8/2020","","on second recording in interval","Recorded on the previous recording when that previous recording is the second recording made during a survey period recorded with a shorthand stream.","all","no","recorded","The individual(s) in this shorthand observation were photographed or recorded.","current","","","blkb 1vsir","One blackbird head singing then seen, photographed and recorded.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",40,185,"^","shorthand","current","11/2/2019","","wild","The individual(s) were definitely wild. This is always assumed if it is not stated, but this symbol can be applied for emphasis.","all","no","wild or captive/cultivated","Whether the individual(s) were definitely wild, or definitely captive/cultivated, or possibly wild.","current","","","PHORtena rc1$","One Phormium tenax right close, cultivated.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",40,186,"^$","shorthand","current","11/2/2019","","possibly wild","The individual(s) were possibly cultivated, but it's not certain.","","no","wild or captive/cultivated","Whether the individual(s) were definitely wild, or definitely captive/cultivated, or possibly wild.","current","","","PHORtena rc1$","One Phormium tenax right close, cultivated.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",40,184,"$","shorthand","current","11/2/2019","","captive/cultivated","The individual(s) were definitely cultivated.","","no","wild or captive/cultivated","Whether the individual(s) were definitely wild, or definitely captive/cultivated, or possibly wild.","current","","","PHORtena rc1$","One Phormium tenax right close, cultivated.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",40,186,"$^","shorthand","current","11/2/2019","","possibly wild","The individual(s) were possibly cultivated, but it's not certain.","","no","wild or captive/cultivated","Whether the individual(s) were definitely wild, or definitely captive/cultivated, or possibly wild.","current","","","PHORtena rc1$","One Phormium tenax right close, cultivated.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",58,283,"@@","shorthand","current","18/6/2021","","same again","The individual observed in a previous route section, or previous time interval, of the same survey is now recorded again. This allows you to record an accurate count of how many individuals of a species you detect in a route section or time interval, within a survey, while still tracking how many of these individuals you already counted in a previous section or interval. (I used to be be inconsistent here about whether I used ""same"" or ""usual"", usually I used ""same"", but it's really a third concept.)","all","no","same individual again","""Same again"" refers to individuals that were observed in a **different** interval or route section within the current survey. This is a separate concept from ""same or different individual"" (""@"" and ""!""), which only refers to the current interval or route section within the survey. When both concepts are used, ""same or different individual"" should always follow ""same again"" in the syntax. Note that there is no need to use ""same again"" when a survey is not subdivided into intervals and/or route sections.","current","","","blkb 1@@","One blackbird seen, definitely a re-sighting of an individual seen/heard earlier in a different interval or route section within the same survey.","18/6/2021","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c07 count suffix","count",58,287,"@@!","shorthand","current","18/6/2021","","possibly same again","Possibly the same individual observed in a previous route section, or time intervale, of the same survey is now recorded again.","all","no","same individual again","""Same again"" refers to individuals that were observed in a **different** interval or route section within the current survey. This is a separate concept from ""same or different individual"" (""@"" and ""!""), which only refers to the current interval or route section within the survey. When both concepts are used, ""same or different individual"" should always follow ""same again"" in the syntax. Note that there is no need to use ""same again"" when a survey is not subdivided into intervals and/or route sections.","current","","","blkb 1@@","One blackbird seen, definitely a re-sighting of an individual seen/heard earlier in a different interval or route section within the same survey.","18/6/2021","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",7,"count suffix",""
"c08 count modifier after","count",11,37,"?","shorthand","current","","","question mark","When placed after a count, a question mark means that the identification of the species counted is uncertain. Other plausible taxon IDs should be listed in the comments prefaced by "" or "".","all","no","taxon uncertain added to count","A question mark (?) can be added after a count to indicate that the ID is uncertain.","current","","","blkb 1? (or thrush)","One blackbird seen, or perhaps it was a thrush.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",8,"count modifier after",""
"c08 count modifier after","count",11,311,"??","shorthand","current","13/8/2010","","double question mark","It is not only unclear if the identification is correct, but it is also unclear if the observation was of a living organism at all. (This level of uncertainty is most often encountered with roadkill observed from a moving car.)","all","no","taxon uncertain added to count","A question mark (?) can be added after a count to indicate that the ID is uncertain.","current","","","blkb 1? (or thrush)","One blackbird seen, or perhaps it was a thrush.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",8,"count modifier after",""
"c08 count modifier after","count",38,173,"..@","shorthand","current","14/1/2019","","continued to vocalise","Simplified syntax for when the observed animals that are heard vocalising (but not seen) continued to vocalise uninterrupted for more then ten seconds. ","all","no","vocalisation continued uninterrupted for more than 10 seconds","If individual(s), heard vocalising but not seen, vocalise uninterrupted for more than 10 seconds, then this is indicated in their count. If this is not indicated, vocalisations are implied to have been continuous for 10 seconds or less.Vocalisations separated by more than ten seconds get recorded as separate counts, with a ""@"" if they were made by definitely the same individual(s). ","current","","","blkb 1v...1@blkb 1v..@","One blackbird singing uninterrupted for more than ten seconds.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",8,"count modifier after",""
"c09 count join","count",21,91,"-","shorthand","current","","","departed","Left. A minus symbol (“-“) is used for individuals leaving a group.","all","no","count connector","Different individuals, or groups of individuals, of the same species, can be connected together in one count in various ways.","current","","","blkb 1xf*1j","One female blackbird seen together with one juvenile blackbird. ","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",9,"count join",""
"c09 count join","count",21,92,",","shorthand","current","","","count separator","Different groups. Counts separated by commas are of individuals in different groups. A group is defined here as individuals within 20 m or each other. ","all","no","count connector","Different individuals, or groups of individuals, of the same species, can be connected together in one count in various ways.","current","","","blkb 1xf*1j","One female blackbird seen together with one juvenile blackbird. ","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",9,"count join",""
"c09 count join","count",21,89,"*","shorthand","current","","","with","With. An asterisk (*) indicates that separately counted individuals (e.g., different sexes, different ages) were part of the same group. A group is defined here, somewhat arbitrarily bit consistently, as individuals within 20 m or each other. In my audio notes, I use the word “with” for the asterisk.","all","no","count connector","Different individuals, or groups of individuals, of the same species, can be connected together in one count in various ways.","current","","","blkb 1xf*1j","One female blackbird seen together with one juvenile blackbird. ","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",9,"count join",""
"c09 count join","count",21,90,"&","shorthand","current","","","joined by","Joined by.  An ampersand symbol (“&”) is used for individuals joining a group (not a plus symbol—that has another meaning). If & connects two vocalisations, is means that one happened immediately after the other from a different location and so they must be two separate individuals (this case is an exception in that it doesn't mean that the individuals were within 20 m of each other).","all","no","count connector","Different individuals, or groups of individuals, of the same species, can be connected together in one count in various ways.","current","","","blkb 1xf*1j","One female blackbird seen together with one juvenile blackbird. ","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",9,"count join",""
"c09 count join","count",21,174,"|","shorthand","current","","","after first five minutes","Individuals counted before this pipe were observed in the first 5 minutes of the survey period. Used for shorthand streams.","all","no","count connector","Different individuals, or groups of individuals, of the same species, can be connected together in one count in various ways.","current","","","blkb 1xf*1j","One female blackbird seen together with one juvenile blackbird. ","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",9,"count join",""
"c11 comment separator","count",10,36,";","shorthand","current","","","semi-colon","used to separate comment text referring to different individual(s) indicated in the count.","all","no","semicolon comment separator","A semicolon placed between sections of text in a comment on a shorthand line splits comments across the different counts from that line.","current","","","blkb 2s,1c! (two birds fighting; tink call;)","Two blackbirds seen, and they were fighting, and one blackbird heard calling, and it was tink calling. Note that this example could also be written without semicolons as ""blkb 2s(two birds fighting),1c!(tink call)"" In that case, note that there is no space before the bracketed comment after each count.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",11,"comment separator",""
"c12 comment keyword","count",13,175,"u","shorthand","current","14/1/2019","","usual","The observed individual has been observed in past surveys (e.g., a plant in the same location, or a banded bird).","all","no","usual individual","The individual(s) observed are the **usual** individuals that have also been observed in previous surveys (typically on previous days). These are notable individuals that are tracked across multiple surveys (e.g., flowering times of individual plants).","current","","","hh rr old sq (usual)","The usual squashed hedgehog carcass on the right side of the road. This carcass has been counted on previous surveys.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",12,"comment keyword",""
"c12 comment keyword","count",13,309,"un","shorthand","current","22/9/2021","","unsure if usual","The observed individual may have been observed in past surveys (e.g., a plant in the same location, or a banded bird) but it's not immediately clear at the time of counting whether this is the case (eg it's been a while and the observer has forgotten).","all","no","usual individual","The individual(s) observed are the **usual** individuals that have also been observed in previous surveys (typically on previous days). These are notable individuals that are tracked across multiple surveys (e.g., flowering times of individual plants).","current","","","hh rr old sq (usual)","The usual squashed hedgehog carcass on the right side of the road. This carcass has been counted on previous surveys.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",12,"comment keyword",""
"c12 comment keyword","count",39,182,"ack","shorthand","current","","","ack call","Bellbird making an ack call.","taxon == Anthornis melanura","no","vocalisation keyword","Some animals (particularly birds) make recognisably different types of calls and songs and these can be noted in comments using consistent keywords. Note that these are specific to urban New Zealand.","current","","","blkb 1c(tink)","One blackbird heard making a tink call.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",12,"comment keyword",""
"c12 comment keyword","count",39,180,"alarm","shorthand","current","","","alarm call","Bellbird making an alarm call.","taxon == Anthornis melanura","no","vocalisation keyword","Some animals (particularly birds) make recognisably different types of calls and songs and these can be noted in comments using consistent keywords. Note that these are specific to urban New Zealand.","current","","","blkb 1c(tink)","One blackbird heard making a tink call.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",12,"comment keyword",""
"c12 comment keyword","count",39,178,"chatter","shorthand","current","","","chatter call","Blackbird making a chatter call.","taxon == Turdus merula","no","vocalisation keyword","Some animals (particularly birds) make recognisably different types of calls and songs and these can be noted in comments using consistent keywords. Note that these are specific to urban New Zealand.","current","","","blkb 1c(tink)","One blackbird heard making a tink call.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",12,"comment keyword",""
"c12 comment keyword","count",39,177,"chuck","shorthand","current","","","chuck call","Blackbird making a chuck call.","taxon == Turdus merula","no","vocalisation keyword","Some animals (particularly birds) make recognisably different types of calls and songs and these can be noted in comments using consistent keywords. Note that these are specific to urban New Zealand.","current","","","blkb 1c(tink)","One blackbird heard making a tink call.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",12,"comment keyword",""
"c12 comment keyword","count",39,179,"seep","shorthand","current","","","seep call","Blackbird making a ""seep"" call (note that this is a call I only recognised later in my counts—see the data for the first time it was used).","taxon == Turdus merula","no","vocalisation keyword","Some animals (particularly birds) make recognisably different types of calls and songs and these can be noted in comments using consistent keywords. Note that these are specific to urban New Zealand.","current","","","blkb 1c(tink)","One blackbird heard making a tink call.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",12,"comment keyword",""
"c12 comment keyword","count",39,270,"tee","shorthand","current","","","tee call","Dunnock making a tee call","taxon == Punella modularis","no","vocalisation keyword","Some animals (particularly birds) make recognisably different types of calls and songs and these can be noted in comments using consistent keywords. Note that these are specific to urban New Zealand.","current","","","blkb 1c(tink)","One blackbird heard making a tink call.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",12,"comment keyword",""
"c12 comment keyword","count",39,176,"tink","shorthand","current","","","tink call","Blackbird making a tink call.","taxon == Turdus merula","no","vocalisation keyword","Some animals (particularly birds) make recognisably different types of calls and songs and these can be noted in comments using consistent keywords. Note that these are specific to urban New Zealand.","current","","","blkb 1c(tink)","One blackbird heard making a tink call.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",12,"comment keyword",""
"c12 comment keyword","count",39,271,"tinkle","shorthand","current","","","tinkle call","Dunnock making a tinkle call","taxon == Punella modularis","no","vocalisation keyword","Some animals (particularly birds) make recognisably different types of calls and songs and these can be noted in comments using consistent keywords. Note that these are specific to urban New Zealand.","current","","","blkb 1c(tink)","One blackbird heard making a tink call.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",12,"comment keyword",""
"c12 comment keyword","count",39,181,"toot","shorthand","current","","","toot call","Bellbird making a toot call.","taxon == Anthornis melanura","no","vocalisation keyword","Some animals (particularly birds) make recognisably different types of calls and songs and these can be noted in comments using consistent keywords. Note that these are specific to urban New Zealand.","current","","","blkb 1c(tink)","One blackbird heard making a tink call.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",12,"comment keyword",""
"c12 comment keyword","count",39,272,"whinny","shorthand","current","","","whinny song","Silvereye making a whinny song","taxon == Zosterops lateralis","no","vocalisation keyword","Some animals (particularly birds) make recognisably different types of calls and songs and these can be noted in comments using consistent keywords. Note that these are specific to urban New Zealand.","current","","","blkb 1c(tink)","One blackbird heard making a tink call.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",12,"comment keyword",""
"c15 environment separator","count",44,211,",","shorthand","current","","","environment code separator","comma (no space)","all","no","comma environment code separator","When there is more than one environment code in square brackets, they are separated by commas (and no spaces).","current","","","/13:00- [winoa,st]","For the survey interval starting at 13:00, the window was always open and I was stationary.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",15,"environment separator",""
"c16 environment code","count",43,210,"winb","shorthand","current","","","window open and closed during observation","The nearest window was open and closed during the time when I made this observation.","all","no","window open or closed in count","Was the window open or closed when a count was made (from indoors)?","current","","","bellb 1v[winy]","One bellbird song heard while window was open.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",16,"environment code",""
"c16 environment code","count",43,209,"winn","shorthand","current","","","window closed during observation","The nearest window was closed (open=no) when I made this observation.","all","no","window open or closed in count","Was the window open or closed when a count was made (from indoors)?","current","","","bellb 1v[winy]","One bellbird song heard while window was open.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",16,"environment code",""
"c16 environment code","count",43,208,"winy","shorthand","current","","","window open during observation","The nearest window was open when I made this observation.","all","no","window open or closed in count","Was the window open or closed when a count was made (from indoors)?","current","","","bellb 1v[winy]","One bellbird song heard while window was open.","","Count syntax is of the general form: `taxon state prefixcountsuffix(comment)[environment]`. Usually only `taxon prefixcountsuffix` is needed.",16,"environment code",""
"o00 observation connector","observation connector",55,288,"*","shorthand","current","23/8/2020","","with","The organism(s) in observation #1 are with the organism(s) in observation #2. The ""with"" means that they are within 20 m of each other (that's the outer boundary for birds to be in a group) but in practise they will usually be much closer that that.","all","no","observation connector","Two observations of two species, made at the same location and time, are connected, by proximity (within 20 m of each other) or by a direct interaction. ","current","","","blkb 1*th 1","One blackbird and one thrush together within 20 m of one another.","23/08/2020","A line between two observations with information on how those two observations are connected.Examples:```blkb 1*th 1``````mm larva 1*[ho]SENvulg; c1; fb-FL-im;```",0,"observation connector","a line between two observations specifying how they are connected"
